paragraph,label
2. AZ ELŐFIZETŐI SZERZŐDÉS MEGKÖTÉSE ÉS FELTÉTELEI,4
"A Menedzserszűrő csomagok esetén a Szolgáltatási díj Páciens egyedi igényei szerint, Orvosi Központ által összeállított szolgáltatási tartalommal bíró, annak előzetes írásos ajánlat alapján Páciens által jóváhagyott és megrendelt járóbeteg-szakellátási csomag komplex díja, melynek összege a szolgáltatás igénybevételét megelőzően, Szolgáltató által megküldött számla alapján, előre banki átutalás formájában esedékes. A Menedzserszűrésre vonatkozó időpontfoglalás feltétele, hogy a Páciens (vagy a Díjfizető) a Szolgáltatási díjat teljesítse. Ennek hiányában a Szolgáltató jogosult a Páciens részére a Menedzserszűrés nyújtását megtagadni.",2
"Ha a kerékpáron tapasztalunk bármilyen nem optimális működést vagy fellazúlást valamilyen alkatrésznél, és tovább közlekedünk vele, amitől további károk keletkeznek. Pl. 6 hónapon túli hajtókar fellazulásból származó megtágulás; ha a pedál fellazul menet közben, akkor többnyire érezni lehet hajtás közben, hogy valami nincs rendben a talpunk alatt, ekkor azonnal le kell szállni, mert a menet tönkre fog menni. Ebben az esetben saját magunk ne húzzunk utána, és ne közlekedjünk vele, addig míg az eladóval nem lett egyeztetve a további teendő kapcsán.",3
Termékszavatossági igényként Ön kizárólag a hibás termék kijavítását vagy kicserélését kérheti.,4
"Valamennyi jegyet, bérletet, bérletigazolványt (teljesárú bérlet esetében bérletigazolványt, személyi igazolványt vagy kártya formátumú vezetői engedélyt, tanulók esetében a diákigazolványt vagy az oktatási intézmény által az igazolványrendelet melléklete szerint, diákigazolványt helyettesítő igazolást és ezen igazoláshoz 14. életévét betöltött személy esetében a személyi azonosításra alkalmas okmányt) és bérletszelvényt, vagy utazásra jogosító igazolványt/igazolást ellenőrzéskor át kell adni az ellenőrzést végző személynek.",2
"a. Ön köteles a Szolgáltató számára a terméket indokolatlan késedelem nélkül, de legkésőbb elállási nyilatkozatának közlésétől számított 14 napon belül visszaküldeni vagy átadni. A határidő betartottnak minősül, ha a 14 napos határidő letelte előtt elküldi a terméket, és ",3
"4.4 A Szerződés ráutaló magatartás útján, a szolgáltatás igénybevételével is létrejöhet. Ebben az esetben a Felhasználó a távhő vételezésének megkezdését követő harminc (30) napon belül köteles az igénybevételt a BKM NONPROFIT Zrt-nek írásban bejelenti. A Szerződés az igénybevétel megkezdésének időpontjától jön létre. A bejelentési kötelezettség elmulasztása vagy a határidő túllépése esetén a szabálytalan vételezés jogkövetkezményeit kell alkalmazni. A szolgáltatás igénybevétele folytán létrejött Szerződésre a jelen általános szerződési feltételek, az abban felsorolt jogszabályok és a BKM NONPROFIT Zrt. Üzletszabályzatában foglaltak vonatkoznak (Tszt. 37.§ (5) bek., TKSZ 11. pont).",2
"68. Előrendelés esetén az előrendelt termék ára tájékoztató jellegű, amelytől a termék végleges ára eltérhet. Az Alza a Fogyasztót az előrendelt termék árának változásáról időszerűen tájékoztatja. Az előrendelt termék végleges vételára azt követően kerül meghatározásra, hogy az az Alza raktárába leszállításra került. Amennyiben Fogyasztó az előrendelés vételárát előre (előlegként) megfizette, és a termék ára változik",3
"6.2.6. Üzemeltető az alábbiakban részletezett esetekben jogosult időről időre egészben vagy részben egyoldalúan módosítani hirdetési csomagjainak tartalmát és díját, erről azonban legalább 15 nappal a tervezett módosítás hatályba lépése előtt az admin felületen, e-mail formájában vagy írásban tájékoztatni köteles Felhasználó hirdetőit. Előre kifizetett szolgáltatásnak azonban sem tartalma, sem díja nem módosítható Üzemeltető részéről egyoldalúan.",3
3. A további dokumentummal kiegészített Egyedi Szerződéses Megállapodás (1. számú melléklet),4
"8.6. A Szolgáltató a jegyzőkönyvet az annak felvételétől számított három évig köteles megőrizni, és azt az ellenőrző hatóság kérésére bemutatni.",3
"Az egyedi szolgáltatási szerződés külön is tartalmazza a kezelendő adatok meghatározását, az adatkezelés időtartamát, a felhasználás célját, az adatok továbbításának tényét, címzettjeit, adatfeldolgozó igénybevételének tényét.",3
"Ha a Páciens a számlával kapcsolatosan reklamációval él és a reklamációt a díjfizetési határidő lejárta előtt nyújtja be a Szolgáltatóhoz, a bejelentéssel érintett díjtétel vonatkozásában a díjfizetési határidő a reklamáció megvizsgálásának időtartamával meghosszabbodik. Lejárt befizetési határidejű számlára benyújtott reklamációnak a fizetésre nincs halasztó hatálya.",3
"7.5. A jelen szerződés értelmezésében pótmunkának az a munka, szolgáltatás minősül,
amelynek az elvégzésében a felek a szerződés aláírásakor nem állapodtak meg. Az
ilyen munka, szolgáltatás elvégzésére vonatkozó igényt a Megrendelő  a jelen
szerződés létrejöttét követően támasztja.",3
"A Szerződés bármely okból történt megszűnését követően a Vállalkozó csak abban az esetben tárolhatja vagy őrizheti meg más formában a részére átadott személyes adatokat, ha a hosszabb tartamú tárolást jogszabály vagy a szerződés követeli meg. Máskülönben a személyes adatokat tartalmazó iratokat a Vállalkozó köteles átadni a Megrendelőnek vagy — a Megrendelővel egyeztetve — az adatvédelmi szempontoknak megfelelve megsemmisíteni azokat. ",1
"d. a beépítésre kerülő elektromos alkatrészek, tartozékok tekintetében (pl.: feszültség szabályzók, gyújtáselektronikák stb.) Beépítés esetén nem követhető nyomon, hogy a motor egyéb esetlegesen hibás alkatrészei, tartozékai a próbaképpen felhelyezett új egységben okoztak - e kárt,  ",2
"13.3. Az Eladó szavatolja a leszállított áru per-, teher-, és igénymentes valamint szavatol azért, hogy a leszállított árun harmadik személynek nincs olyan joga, ami akadályozza vagy korlátozza a Vevő tulajdonszerzését, használati jogosultságát. Eladó szavatosságot vállal továbbá azért, hogy a szerződés tárgyán, vagy ennek bármely részén, nem áll fenn harmadik személyeknek olyan szerzői vagyoni/felhasználási joga, amely a Vevő a szerződés szerinti felhasználását korlátozná vagy akadályozná. Harmadik személy ilyen korlátozó vagy akadályozó igénnyel való fellépése esetén az Eladó közvetlenül fellép a Vevő jogos érdekei védelmében. Eladónak kártalanítania kell a Vevőt harmadik fél minden olyan igényével szemben, amely szabadalom, védjegy, vagy ipari tervezési jogok, értékesítési, kereskedelmi jogok megsértéséből származik.",1
"a) a Felhasználó megőriz minden védjegyet, szerzői jogi vagy tulajdoni jogi értesítést, amit az eredeti tartalom vagy a Felhasználó által készített bármely másolat tartalmaz,",3
"70. Az előrendelés leadása és annak Alza általi feldolgozása, visszaigazolása nem hoz létre szerződést a Fogyasztó és az Alza között. Szerződés csak abban az esetben jön létre, ha az Alza visszaigazolta az előrendelés tényleges teljesíthetőségét (pl. hogy a terméket forgalomba hozták, és az készleten van), és a Fogyasztó a végleges vételár és szállítási feltételek mellett is kéri az előrendelés teljesítését.",2
"Amennyiben a páciens rendelkezik egészségügyi ellátásra vonatkozó hatályos biztosítással, páciensnek lehetősége van az egészségbiztosítóval történő utólagos elszámolásra.",2
"Ha az adásvételi szerződés szerint az árut az Eladó helyezi üzembe, vagy az üzembe helyezés az Eladó felelősségvállalása mellett történik, a teljesítést akkor kell az Eladó által befejezettnek tekinteni, amikor az üzembe helyezés befejeződött.",4
1.7 A regisztráció elektronikus úton történt megküldésével és annak az Üzemeltető által történő visszaigazolásával a Felek között a Weboldal felhasználására és a Szolgáltatások igénybevételére (például hirdetések közzétételére) vonatkozó jogviszony ráutaló magatartással jön létre.,1
A jótállási határidő a fogyasztási cikk fogyasztó részére történő átadása napjával kezdődik.,4
"A Forgalmi és utasellenőrök jogosultak a járműre felszálló, a járművön tartózkodó, valamint a járműről közvetlenül leszálló személyek utazási jogosultságának ellenőrzésére, akár a kijelölt megállóhelyen is - arra figyelemmel, hogy az első ajtón felszálló Utas jogosult a menetjegyét a jármű vezetőjénél és a járművön elhelyezett fedélzeti jegykiadó automatából is megvásárolni. A menetjegyet, az érvényes bérletet, az utazási igazolványt és az egyéb utazásra, kedvezményre jogosító dokumentumot ellenőrzés céljából az utazás megkezdése előtt - a járművezetői jegy és a járművön érintéses fizetőeszközzel történő vásárlással, fedélzeti jegykiadó automatából váltott jegy kivételével - a megállóhelyen, a járműre történő felszálláskor; valamint - a járművezetői jegyet és a járművön érintéses fizetőeszközzel történő vásárlással, fedélzeti jegykiadó automatából váltott jegyet is - az utazás teljes tartama alatt, és a járműről történő leszállást közvetlenül követően a megállóhelyen a Forgalmi és utasellenőr kérésére fel kell mutatni, illetve szükség esetén át kell adni.",1
"3.5 A Bank az e-bank azonosító kártyához PIN kódot mellékel, amelyet az Ügyfél zárt borítékban kap kézhez. A Bank az e-bank azonosító kártyát, a PIN borítékot kizárólag az Ügyfél illetve vállalkozói e- bank esetében a Felhasználó részére adja át, az átadáskor meghatalmazást nem fogad el. A PIN boríték sértetlenségét az e-bank azonosító kártya átvételekor az átvételi elismervényen az Ügyfél/Felhasználó igazolja. Amennyiben az Ügyfél csak e-azonosító számot igényel, az e-azonosító számot és a hozzá kapcsolódó sms aktivizáló kódot a Bank tájékoztató levélben határozza meg, amelyet a Bank kizárólag személyesen az Ügyfél részére adhat át. A tájékoztató levél egy példányának átvételét az Ügyfél aláírásával igazolja.",2
"10.6. A Szolgáltató nem vállal felelősséget a rendszer használatából eredő károkért. A Felhasználó a Szolgáltató honlapját kizárólag a saját kockázatára használhatja, és elfogadja, hogy a Szolgáltató nem vállal felelősséget a használat során felmerülő vagyoni és nem vagyoni károkért.",3
"Ha a Szolgáltató digitális tartalmat szolgáltat, vagy digitális szolgáltatást nyújt, vagy erre kötelezettséget vállal, a fogyasztó pedig kizárólag személyes adatokat szolgáltat, vagy ilyen adatok szolgáltatását vállalja a Szolgáltató részére, a fogyasztó jelentéktelen hiba fennállása esetén is jogosult a szerződést megszüntetni, azonban az ellenszolgáltatás arányos leszállítását nem igényelheti.",3
"9.1 A szerződés megszűnik: (a) a Bank azonnali hatályú felmondásával, (b) a Bank vagy az Ügyfél rendes felmondásával, (c) közös megegyezéssel a Bank és az Ügyfél által meghatározott időpontban, (d) valamennyi e-bank azonosító kártya lejárati idejével, ha új azonosító kártya kibocsátására nem kerül sor, (e) az Ügyfél halálával, illetve jogutód nélkül történő megszűnésével, (f) a szolgáltatás alapjául szolgáló bankszámlaszerződés(ek) bármilyen okból történő megszűnésével.",1
2.2.12.6. A Bank a másodlagos számlaazonosító bejelentésének regisztrációját vagy a bejelentett másodlagos azonosító törlése iránti kérést visszautasítja a 2.2.12.4. pontban szereplő eljárás sikertelensége esetén,4
"4. A finanszírozási szerződés tartalmát képezik:a) a mindenkor hatályos ÁSZF, továbbá b) a Szolgáltatóval - az ÁSZF elfogadásával - kötött egyedi - szerződésben foglalt rendelkezések.",4
"Elállási nyilatkozat, a fogyasztót megillető elállási vagy felmondási jog gyakorlása",4
Minimális konfiguráció: A szolgáltatás igénybevételéhez szükséges minimális technikai feltételek.,4
2. A Weboldalak használatának feltételei és jogi védelme,4
"• fizetési mód: a rendelés leadását követően úgy módosítható, ha a Fogyasztó felveszi az Ügyfélszolgálattal a kapcsolatot. Alza Box esetén lehetőség van (az Ügyfélszolgálattal való egyeztetés nélkül is) online fizetés helyett az átvételkori fizetést választani. ",4
"4.7 A Megbízó tudomásul veszi, hogy az Egyedi Szerződésben megrendelt hirdetési felületeken csak egy Hirdető jelenhet meg, a hirdetési felületek Megbízón, illetve adott Hirdetőn kívüli harmadik fél részére nem átruházhatóak, nem továbbértékesíthetőek. Amennyiben a hirdetésen harmadik fél megjelenik, a Megbízó köteles azt a megrendelést megelőzően a Libri Könyvkereskedelmi Kft. felé jelezni, illetve a kreatívokat előzetesen jóváhagyásra megküldeni. A Libri Könyvkereskedelmi Kft. fenntartja döntési jogát a harmadik felet feltüntető kreatívok befogadásáról, illetve hirdetési felár megállapításáról, melynek mértéke ettől eltérő megegyezés hiányában 20%. Közös hirdetés esetén a megrendelést leadó Megbízó a hirdetésért a rá vonatkozó felelősségi szabályok szerint áll helyt, és szavatolja, hogy jogosult a hirdetést a további hirdető nevében és képviseletében megrendelni.",1
"Telekom számla: Telekom mobil és -otthoni szolgáltatásokra vonatkozó közös számla, amely a Telekom számlára kötött szerződést követően minden, az Előfizető által igénybe vett, a Telekom számlába bevont szolgáltatás ellenértékét és azokhoz kapcsolódó részletfizetéssel történő eszközvásárlás esetén az eszközök ellenértékét (esedékes részleteit) tartalmazza. A Telekom számla nem azonos a Telekom otthoni és Telekom mobil szolgáltatásokra Telekom számla szerződés nélkül kiállított számladokumentummal.",4
"6.4 A szolgáltatás használatához szükséges felhasználói kézikönyv letölthető K&H lakossági e-bank szolgáltatás esetén a https://ebank.khb.hu/lakossag, K&H trambulin e-bank szolgáltatás esetén a https://ebank.khb.hu/trambulin oldalról, míg K&H vállalkozói e-bank szolgáltatás esetén a https://ebank.khb.hu/vallalat Internetes címről.",4
"11.15.  Vállalkozó a munkaeszközöket és termelő -berendezéseket rendeltetésszerű
használatra alkalmas állapotban biztosítja, azok használatához, működéséhez a
Vállalkozó köteles biztosítani megfelelő képzettségű és gyakorlattal rendelkező
személyt. A Vállalkozó a k ivitelezési helyszínen munkaeszközt, termelő -berendezést
tarthat és üzemeltethet, mely általános minőségtanúsítással, illetve megfelelőség et
tanúsító dokumentummal  rendelkezik és amelyeken az időszakos vizsgálatokat
elvégezték.",2
dc) 16. §-a alapján állandó tartózkodásra jogosult.,2
"A Vállalkozó viseli a Megrendelő jótállási igénye érvényesítésével kapcsolatban felmerült minden igazolt költségét (kiszállás, csere stb.), amely a hibás teljesítésre vezethető vissza. ",4
"Termék: áru vagy szolgáltatás, ideértve az ingatlantulajdont, a digitális szolgáltatást és digitális tartalmat, valamint a jogokat és kötelezettségeket is, (2008. évi XLVII. tv.);",1
"A Szolgáltató jogosult tiltó listára helyezni az Előfizető részére az Előfizetői, illetve a készülék adásvételi
szerződésben kedvezményesen értékesített Eszközt, ha az Előfizetői Szerződés határozott időtartamának lejárta
előtt nem a Szolgáltatónak felróható okból szűnt meg, és az ilyen esetre az egyedi Előfizetői Szerződés szerinti
fizetési kötelezettségét az Előfizető nem teljesítette a Szolgáltató felé.",1
"Amennyiben a Vállalkozó köteles jóteljesítési biztosítékot nyújtani, annak mértékét és időtartamát, biztosításának határidejét és időtartamát a Megrendelés, illetve a Szerződés tartalmazza. A jóteljesítési biztosítékkal szembeni követelmény, hogy az feltétlen és visszavonhatatlan legyen. A jóteljesítési biztosíték időtartama hibás teljesítés esetén meghosszabbodik a teljesítési hiba cseréjének és kijavításának időtartamával. A jóteljesítési biztosíték a jótállási kötelezettségek biztosítását szolgálja, és Megrendelő jogosult annak lehívására a Vállalkozó esetleges tiltakozása ellenére is, amennyiben a Vállalkozó a Szerződés szerinti jótállási kötelezettségeit nem teljesíti. Amennyiben a díj módosul, a jóteljesítési garanciát ki kell egészíteni. ",2
"95. Az üzletben (bemutatóteremben) való személyes átvétel esetén a Fogyasztónak be kell mutatnia a PIN kódot, amit az általa megadott telefonszámra küld meg az Alza. A Fogyasztó köteles gondoskodni arról, hogy a PIN kódhoz harmadik személy ne férjen hozzá, illetve azt harmadik személy ne használhassa fel.",4
"8.4.4. A kellékszavatosságról, termékszavatosságról és a kötelező jótállásról szóló tájékoztatást a jelen ÁSZF 2. sz. melléklete tartalmazza.",3
"Üzleti igénylő: a 2004. évi XXXIV. törvény 3. § (1) bekezdése szerint kis- és középvállalkozásnak minősülő Igénylő, amely Egyedi előfizetői szerződést kíván kötni.",0
"d) a Hitelfevevő állampolgársága,",4
"129. Jótállási igények kezelése nagygépek esetén: Rögzített bekötésű, illetve a 10 kg-nál súlyosabb, vagy tömegközlekedési eszközön kézi csomagként nem szállítható fogyasztási cikket az üzemeltetés helyén kell megjavítani. Ha az üzemeltetési helyen a javítás nem végezhető el, úgy a le- és felszerelésről, valamint az el- és visszaszállításról az Alza, vagy a javítószolgálat (szakszerviz vagy márkaszerviz) közvetlenül gondoskodik.",4
"Az elállási jog az alábbi esetekben nem gyakorolható kifejezetten felhívja az Ön figyelmét, hogy Ön nem gyakorolhatja elállási jogát a 45/2014 (II.26.) Korm. Rendelet 29. §. (1) bekezdésében foglalt esetekben: a szolgáltatás maradéktalan teljesítése után, azonban ha szerződés fizetési kötelezettséget keletkeztet a fogyasztó számára, jelen kivételi esetre csak akkor lehet hivatkozni, ha a teljesítés a fogyasztó kifejezett előzetes beleegyezésével és annak a fogyasztó általi tudomásulvételével kezdődött meg, hogy elveszíti elállási jogát, amint a vállalkozás maradéktalanul teljesítette a szerződést; olyan Áru vagy szolgáltatás tekintetében, amelynek ára, illetve díja a pénzpiac vállalkozás által nem befolyásolható, az elállási jog gyakorlására meghatározott határidő alatt is lehetséges ingadozásától függ; olyan nem előre gyártott Áru esetében, amelyet a fogyasztó utasítása alapján vagy kifejezett kérésére állítottak elő, vagy olyan Áru esetében, amelyet egyértelműen a fogyasztó személyére szabtak; romlandó vagy minőségét rövid ideig megőrző Áru tekintetében; olyan zárt csomagolású Áru tekintetében, amely egészségvédelmi vagy higiéniai okokból az átadást követő felbontása után nem küldhető vissza (, hogy olyan zárt csomagolású áru tekintetében, amely egészségvédelmi vagy higiéniai okokból az átadást követő felbontása után nem küldhető vissza, az Áru jellegének, tulajdonságainak és működésének megállapításához szükséges használat az elállási jog elvesztését eredményezi.); olyan Áru tekintetében, amely jellegénél fogva az átadást követően elválaszthatatlanul vegyül más Áruval; olyan alkoholtartalmú ital tekintetében, amelynek tényleges értéke a vállalkozás által nem befolyásolható módon a piaci ingadozásoktól függ, és amelynek áráról a felek az adásvételi szerződés megkötésekor állapodtak meg, azonban a szerződés teljesítésére csak a megkötéstől számított harmincadik napot követően kerül sor; olyan vállalkozási szerződés esetében, amelynél a vállalkozás a fogyasztó kifejezett kérésére keresi fel a fogyasztót sürgős javítási vagy karbantartási munkálatok elvégzése céljából; lezárt csomagolású hang-, illetve képfelvétel, valamint számítógépes szoftver példányának adásvétele tekintetében, ha az átadást követően a fogyasztó a csomagolást felbontotta; hírlap, folyóirat és időszaki lap tekintetében, az előfizetéses szerződések kivételével; nyilvános árverésen megkötött szerződések esetében; lakáscélú szolgáltatás kivételével szállásnyújtásra irányuló szerződés, fuvarozás, személygépjármű-kölcsönzés, étkeztetés vagy szabadidős tevékenységekhez kapcsolódó szolgáltatásra irányuló szerződés esetében, ha a szerződésben meghatározott teljesítési határnapot vagy határidőt kötöttek ki; a nem tárgyi adathordozón nyújtott digitális tartalom tekintetében, ha az Eladó a fogyasztó kifejezett, előzetes beleegyezésével kezdte meg a teljesítést, és a fogyasztó e beleegyezésével egyidejűleg nyilatkozott annak tudomásul vételéről, hogy a teljesítés megkezdését követően elveszíti az elállási jogát, továbbá a vállalkozás visszaigazolást küldött a fogyasztó részére.",1
"10.1.  Amennyiben bármelyik fél rajta kívülálló okok miatt (vis major, pld. háború,
természeti csapás) nem tud a szerződésben vállalt kötelezettségeknek eleget tenni,
úgy a szerződés érvénytelenné válik és az elvégzett munkákkal arányos rész,
valamint a szerződés  teljesítése közben felmerült költségek kifizetésre kerülnek. Vis
maior alatt értendő minden olyan dolog, illetve esemény, amelynek oka a felek
rendelkezési jogán és rendelkezésén kívül esik, előre nem látható, elkerülhetetlen
és amelynek megakadályozása f üggetlen az érdekelt felek akaratától. Vis maior
bekövetkezése esetén az erre hivatkozó fél köteles a másik fele haladéktalanul
írásban és szóban is értesíteni és egyidejűleg javaslatot tenni az ennek folytán
bekövetkezett késedelem kiküszöbölésére. Felek nem tekinti vis maiornak
valamelyik fél átalakulását, felszámolását, illetve fizetésképtelenségét.",4
"14.1 A Szerződést a Felhasználó harminc (30) napos felmondási idővel, írásban mondhatja fel.",4
"5.2. A megrendelés feldolgozásaként megjelölt időpontokon kívül is van lehetőség a megrendelés leadására. Amennyiben az munkanapokon kívül történik, az azt követő első munkanapon kerül feldolgozásra. A Szolgáltató ügyfélszolgálata minden esetben elektronikus úton visszaigazolja, hogy mikor tudja teljesíteni a megrendelését.",4
"8. A visszatérítések visszautalása automatikusan a fizetéshez használt számlára történik. Későbbi utalással történő fizetés és átutalással történő előlegfizetés esetén a visszatérítést arra a számlára teljesítjük, amelyről a fizetés történt. Ha Paypal/hitelkártya használatával fizetett, a visszatérítést a Paypal/hitelkártya számlájára küldjük. .",1
"3.1 Ön vállalja, hogy a Szolgáltatásokat saját célra használja, nem pedig harmadik fél nevében vagy javára, és kizárólag olyan módon, amely megfelel a jelen Feltételeknek, a Szabályzatoknak, valamint az Önre vonatkozó valamennyi törvénynek és jogszabálynak. Ha a Szolgáltatások Ön általi használatát bármely alkalmazandó jogszabály tiltja, akkor Ön nem jogosult a Szolgáltatások használatára. Nem vagyunk felelősek a Szolgáltatások olyan használatáért, amely sérti az alkalmazandó jogszabályokat.",3
"1. Általános rendelkezések, ÁSZF hatálya",4
"Szabad téren megrendezett Rendezvény esetében a Rendezvényszervezőnek lehetősége van tartalék rendezvénynapot (esőnap) meghirdetni. Amennyiben az esőnap dátuma meghirdetésre került, a Rendezvényszervező bármikor dönthet úgy, hogy a Rendezvényt az esőnapon tartja meg. A Szolgáltató e döntésről a Vásárlókat a Jegy.hu oldalon keresztül haladéktalanul tájékoztatja, amint a Rendezvényszervezőtől az erre vonatkozó információkat megkapja. A Vásárló tudomásul veszi, hogy a Rendezvény esőnapon való megtartása miatt nem illeti meg elállási jog. A szakmában kialakult általános szokások szerint az időjárás miatti félbeszakítás, idő előtti befejezés, vagy késleltetett kezdés mellett is rendben megtartottnak kell tekinteni a Rendezvényt, amennyiben a Rendezvény több mint fele rendben megtartásra került, illetve a Rendezvény kezdése a Rendezvény tervezett hosszához képest 50 %-nál kevesebbet csúszik, vagy 25 %-nál kevesebb ideig kell szüneteltetni. A Rendezvényszervező jogosult ettől eltérő szabályokat meghatározni az esőnapra, illetve a részben megtartásra került Rendezvényekre vonatkozóan.",1
"11.1 Ügyfélszolgálatunkon keresztül segítséget nyújtunk a fizetés, a visszaküldés, a visszatérítés és egyéb, az Ön által vásárolt termékekkel kapcsolatos területeken.",4
"82. A Fogyasztóknak lehetőségük van a Webáruházban kiválasztott termékek tekintetében egyedi árajánlatot kérni az Alzától, abban az esetben, ha a kiválasztott termékek alapján a Kosár összértéke magasabb, mint nettó 550 000 Ft (ÁFA nélkül). Az egyedi árajánlat kéréséhez szükséges lépések és további részletek leírása az https://www.alza.hu/egyedi-ar oldalon érhető el. Az Alza az egyedi árajánlatra vonatkozó kéréseket megvizsgálja, mérlegeli, ugyanakkor mindez nem kötelezi az Alzát sem kedvezmény nyújtására, sem egyedi árajánlat adására.",3
"9.7 A Libri Könyvkereskedelmi Kft. nem vállal felelősséget olyan teljesítést akadályozó eseményért, mely az Internet sajátos jellegéből fakadóan lép fel. Különös tekintettel az Internet hálózaton előforduló olyan forgalmi, technikai, vagy egyéb körülmények, amelyek az Internet működésével együtt járnak.",4
"Az ellenszolgáltatás leszállítása akkor arányos, ha annak összege megegyezik a Fogyasztónak szerződésszerű teljesítés esetén járó, valamint a Fogyasztó által ténylegesen megkapott áru értékének különbözetével.",4
"A megrendelés véglegesítése előtt, az Összesítés menüben Felhasználónak további lehetősége van a rendeléshez kiválasztott termékek, átvételi mód, szállítási és számlázási adatok, fizetési mód és fizetendő összeg ellenőrzésére. Ezek esetleges módosítására a megfelelő menüpontba visszalépve van lehetőség.",3
"Magánszemély Felhasználó: Olyan hirdetést feladó Felhasználó, aki nem minősíti magát Kereskedőnek.",4
"8.14. Nem megfelelő hirdetés, tartalom bejelentése Amennyiben a Felhasználó észleli, hogy valamely a Weboldalon elérhető hirdetés nem megfelelően lett feladva, vagy jogellenes, lehetősége van az adott hirdetés bejelentésére a Társaság felé a hirdetésnél erre a célra elhelyezett „Probléma a hirdetéssel” gomb megnyomásával megjelenő bejelentési formon keresztül. A Felhasználó – a hiba jellege szerint – az egyes hirdetések kapcsán különböző kategóriákban tehet bejelentést: ● Nem megfelelő telefonszám ● Okmányok jellege vagy érvényessége nem megfelelő ● Ajtók száma nem megfelelő ● A képek nem a hirdetésben szereplő járműről készültek ● Nem megfelelő felszereltség ● Nem megfelelő ár ● A kivitel hibásan van megadva ● Nem megfelelő kategóriában van a hirdetés ● A képek utólag szerkesztettek ● Eladva vagy foglalózva ● Kilométeróra állás nem megfelelő ● Jogellenes tartalom A Felhasználó a Weboldalon elérhető egyéb, jogellenesnek feltételezett tartalom észlelése esetén a Társaság Ügyfélszolgálata részére tehet bejelentést. A Felhasználó a jogellenes hirdetés, tartalom bejelentése során köteles megadni nevét és/vagy e-mail címét, kivéve, ha a bejelentés a 2011/93/EU irányelv 3–7. cikkében megjelölt bűncselekményre vonatkozik. A név, illetve az e-mail cím megadásának elmaradása nem eredményezi a bejelentés mellőzését, annak kivizsgálását azonban megakadályozhatja. A Társaság a bejelentések kézhezvételét automatikusan visszaigazolja a bejelentéshez kapcsolt esetszám megküldésével. A Társaság a jogellenes hirdetésre, tartalomra vonatkozó bejelentést annak kézhezvételétől számított 3 munkanapon belül, az egyéb nem megfelelő hirdetésre, tartalomra vonatkozó bejelentést pedig annak kézhezvételétől számított 30 napon belül érdemben megvizsgálja és megválaszolja, illetve megteszi a szükséges intézkedéseket a bejelentés megalapozottsága esetén az abban foglaltak orvoslása érdekében.",2
"A Páciens tudomásul veszi és írásban nyilatkozik arról, hogy amennyiben vizsgálat(ok) céljából mintavételre került sor, azonban az eredményekért nem jelentkezik a mintavételt követő időszakban az eredmények várható elkészültének (melyről szóbeli tájékoztatást kaptam) idejéig, a Szolgáltató nem vállal felelősséget az elmaradt terápia miatti esetleges egészségkárosodásért.",1
a) A Szolgáltatás lényeges tulajdonságairól szóló tájékoztatás a 2/a-2/d. mellékletekben található meg.,3
"Ugyanazon hiba miatt kellékszavatossági és termékszavatossági igény egyszerre, egymással párhuzamosan nem érvényesíthető.",3
"3/12. Vatera fenntartja a jogot, hogy bizonyos előre meghatározott kritériumok alapján, bizonyos felhasználókat célzó felhasználói programokat indítson és üzemeltessen az oldalán (pl. Vatera Vevővédelem, Profi Eladói Program (PEP)). A programokról szóló részletes tájékoztatást a Vatera a www.vatera.hu weboldalon vagy a felhasználói admin felületen helyezi el.",3
"4. A BKK Zrt. köteles az adatkezelést oly módon végezni, hogy technikai vagy szervezési intézkedések alkalmazásával biztosítva legyen a személyes adatok megfelelő biztonsága, ideértve az adatok jogosulatlan vagy jogellenes kezelésével, véletlen elvesztésével, megsemmisítésével vagy károsodásával szembeni védelmet is.",3
"(12) A Bank a Szerződés módosítását a Szerződő fél részéről akkor tekinti elfogadottnak, ha a Szerződő fél a módosítás hatályba lépését megelőzően a Bankot nem tájékoztatja arról, hogy a módosítást nem fogadja el. A módosítás hatályba lépése előtti napig a Szerződő fél jogosult a Szerződés azonnali felmondására, díj-, költség- vagy egyéb fizetési kötelezettség nélkül.",4
"A Szerződés teljesítésének Vállalkozó felelősségi körébe tartozó okra vezethető meghiúsulása esetén (pl. a Vállalkozó megtagadja a Szerződésnek a teljesítését, vagy Megrendelő a Szerződés szerinti elállási, illetve rendkívüli felmondási jogával él) a Megrendelő meghiúsulási kötbért követelhet. ",3
"Amennyiben egyik alkalommal sem éri el a Pácienst, úgy sms-ben értesíti a lefoglalt időpont törléséről a sikertelen időpont megerősítés miatt.",4
"Amennyiben a Vállalkozó hibásan teljesít, kötbért köteles fizetni, amelynek mértéke a hibás teljesítéssel érintett munka nettó szerződéses díjának 20 %-a. ",4
Az ÁSZF mindenkori módosítása a közzétételkor lép hatályba. A módosítás közzétételét követően a Felhasználó kifejezetten elfogadja és magára nézve kötelezőnek ismeri el a módosított ÁSZF rendelkezéseit. A módosított ÁSZF elfogadása hiányában a Felhasználó a Mobilalkalmazást nem jogosult használni.,4
